,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,job
0,0.33430585825712483,0.2561270533673749,0.127475377622807,-0.02305790499648727,0.05116448582478102,-0.0022363026884367754,-0.012691195918078397,0.007584351396493105,0.06181501959885326,0.11301362197708027,-0.017191046458951382,0.025031339887643222,-0.02048866840701469,-0.10773311797298507,-0.013689941114279309,0.07215985626097714,0.007410777618448317,0.037560824651183565,-0.06496361653155168,0.0068349457069087315,"ux,designer"
1,0.25629378642349615,0.2407510022367464,0.15496090469208393,-0.026979448030093885,0.02179232593752638,-0.02407493017542371,0.07928795897153473,-0.08061920473919076,-0.003216625693229793,0.0437430907213429,-0.013249769256556222,-0.0015397958556052057,0.028098518318793512,-0.01701168363041114,-0.01812913452253503,-0.035505684407101085,-0.014476602022033143,-0.06205489969036878,0.08897477577139964,0.03400051983871836,"ux,designer"
2,0.4053596074368576,0.19077044612437738,0.2536221656127323,0.013686712575663064,-0.09742505441439295,0.022073076528763207,-0.16874868454455064,-0.0834841317869742,-0.0646630217862375,0.058369522677120166,-0.02559428766850376,0.04343562595513461,-0.028083639342412644,-0.060746016627768275,-0.057646545279482105,0.036402806656086306,0.004487779623630816,0.015536217244044918,-0.11678142631562749,0.03770555584124747,"ux,designer"
3,0.33183437000819627,0.3776524350076106,0.3975189319961574,0.06706978227551769,0.049551397182811936,0.02880316124846438,-0.11497687940990543,0.06355263047435912,-0.04358149667215955,-0.04398565303418076,0.07979138252808442,0.013253537509022412,-0.08592489059195138,-0.02289761459115927,0.005396168325046842,-0.0013962802334285662,0.008374921276113868,-0.0007513176740707945,-0.09812293012370794,0.016797255259377163,"ux,designer"
4,0.31752951089139825,0.2731059256616929,0.3124772431187066,-0.04609442136983538,0.024789102362323696,-0.04881218684404678,0.06983171041434094,-0.10181525979488433,0.06525284991911079,0.11667045611607194,0.17209617196134055,-0.08396383056717126,0.10346733555222724,-0.11865443918299086,0.2535200951834788,-0.18170103251887765,-0.1399334295935225,-0.3546318751654912,0.27949529530454936,-0.14410888607192845,"ux,designer"
5,0.3535847936716201,0.40253581871865257,0.3754067352859888,0.0267320472613912,-0.02187661574529615,0.02450663452184643,-0.025944714358299644,0.05075508282582407,-0.05388066236190436,-0.08069173982266532,0.0026929554266743295,-0.025406638035389256,0.020999815414868728,0.12825155750891032,-0.019325137922128054,0.013486829436093181,-0.06255282359643308,-0.02683266738998394,0.022573865987924678,0.016316477407929464,"ux,designer"
6,0.2853307598640384,0.33395342098115594,0.35228111268964796,0.04055600955981609,-0.07823508725282932,0.031075406623613275,-0.04669577244582826,-0.023606975054599362,-0.12360400284091527,-0.09332284683074388,-0.02170503855738902,-0.021484244098728397,0.012625192325011594,0.09818133094892842,-0.02602931542968755,0.020537987718456347,-0.028599522978359774,-0.03099548773547354,-0.0037120121015023215,-0.05737540269853351,"ux,designer"
7,0.3572226729664225,0.27263003281208453,0.25271546929120553,0.022978974923385048,0.02706805523340501,-0.012732055877513726,-0.02557598482916091,-0.012559524945841151,-0.017702354122865735,0.06188631415383553,0.004878482939381057,0.05682480016335447,-0.014951181334872086,-0.023761202201791152,0.009950141374691615,-0.03133777136528327,0.050792248038957,0.020779269107001664,-0.07600316680634904,-0.014699378492264313,"ux,designer"
8,0.23515374406167228,0.29331974428668545,0.2888161785938672,0.023931195582108055,0.02008115656384256,-0.0006727517064507542,-0.015536704757289958,0.01398425476060486,-0.056918815807636414,0.022979199390227547,-0.021336872057383095,0.025457932298953517,0.045130309435671666,-0.053535404609965156,0.05159366241400516,0.0014115923219828051,-0.00896080474418247,0.09960648728100753,-0.019700665314864092,0.10983648619177237,"ux,designer"
9,0.27525821784037163,0.17957838515520572,0.10046954230492687,-0.03269519567921425,-0.016990367910796653,0.0075316825490462725,0.01563917208903821,-0.09334585487282565,-0.06137271128518692,0.07917985559297701,-0.13386090957541796,0.0817972332526105,-0.03068193741457744,-0.05060526046988993,-0.019014021541578652,0.03474546166053782,0.09847422678434271,0.027996726852141284,-0.08951162448592094,0.040824382374044496,"ux,designer"
10,0.11530783291169941,0.09557102927266567,0.06150650334765406,-0.010325629373288956,0.0030011258724182656,-0.024312441345805187,0.06720204676212917,-0.08725168206830483,-0.0598279581058659,0.029337234759230172,0.028204174696971073,0.010421727018179588,0.03592267092063549,-0.00505280753812588,-0.022381663678859697,-0.03340701634128342,-0.027869267085394975,-0.09115972442537452,0.16347666430263866,0.02413052622005869,"ux,designer"
11,0.35769899712815617,0.30784811796316613,0.20391661183442222,0.0016049134740894508,0.02885116512721821,-0.013799813463570856,0.03658568251648736,-0.031118336458441632,-0.018297912351633954,-0.15924865895255444,0.04204434756902028,-0.13871132727404462,0.04108753291884951,0.1495913184208313,-0.09327293017255846,0.2231939779704408,-0.022694427687655082,0.393725403982813,0.21384631463361198,-0.04034386081285435,"ux,designer"
12,0.31502278342695467,0.3083724799826756,0.34460392326056954,0.03650501027144121,-0.021654597938032077,0.01265747882492858,-0.04741743000508838,0.04953755088649651,-0.0012903556923856327,-0.00949061194228709,-0.03971800589114883,0.08292689776319496,-0.08690250783108633,-0.010514593833128659,0.03763516408991906,-0.03437118864988148,0.0226521897770053,-0.05791988301997872,0.009804905852674746,-0.03185891924705236,"ux,designer"
